s_ratio,i_ratio
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.9990291262135922,0.000970873786407767
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.998705501618123,0.0012944983818770227
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9983818770226537,0.0016181229773462784
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
0.9980582524271845,0.001941747572815534
